Type,First Name,Last Name,Company,Email,Phone,Phone 2,Fax,Address,Address 2,City,State,Zip,APN,Property Address,Property City,Property County,Property State,Property Zip,Property Size,Short Legal Description,Offer Amount,Market Value,Assessed Value,Repair Estimate,Back Taxes
,CHOUDHRY MUHAMMAD SAEED,,,,,,,7708 SLEEPY LAGOON WAY,,FLOWERY BRANCH,GA,30542,219   017, FOREST CIR,CUMMING,Forsyth,GA,30041,0.36,14-1 199 SEC A LT 44 LAKE ,,,24000,,291.61
,CHRISTOPHER REVOCABLE TRUST,,,,,,,237 WESTCHESTER DR,,GRIFFIN,GA,30223,323   008, APACHE TRL,GAINESVILLE,Forsyth,GA,30506,0.45,14-1 1338 LT 116 LAKE HARBOR SHORES ,,,20000,,
,CJ&T LAND HOLDINGS LLC,,,,,,,270 NORMAL AVE,,ATHENS,GA,30606,112   013, PEACHTREE PKWY,CUMMING,Forsyth,GA,30041,1.01,2-1 1025 ,,,763810,,
,CLACKUM MARY J,,,,,,,6555 CRYSTAL COVE TRL,,GAINESVILLE,GA,30506,313   066,6555 CRYSTAL COVE TRL,GAINESVILLE,Forsyth,GA,30506,0.27,14-1 LT 71  CRYSTAL ,,,15120,,219.02
,CLOVERHURST FARMS LP,,,,,,,204 WILEY BOTTOM RD,,SAVANNAH,GA,31411,296   110, BETHEL RD,GAINESVILLE,Forsyth,GA,30506,20.79,14-1 1032-1033-1083 ,,,619750,,
,COAL MOUNTAIN DEV CO LLC,,,,,,,4920 ATLANTA HWY,STE 113,ALPHARETTA,GA,30004,252   177, HAMPTON CREEK DR,CUMMING,Forsyth,GA,30041,27.18,14-1 498-499-518-ETAL ,,,625140,,6672.88
,COAL MOUNTAIN DEV CO LLC,,,,,,,4920 ATL HWY,STE 113,ALPHARETTA,GA,30004,251   240, BENNETT RD,CUMMING,Forsyth,GA,30041,38.95,14-1 426-427-500-ETAL ,,,40000,,526.08
,COKER W RUSSELL,,,,,,,PO BOX 16474,,ATLANTA,GA,30321,313   109,6820 SAWNEE TER,GAINESVILLE,Forsyth,GA,30506,0.51,14-1 1268 LT 241  CRYSTAL ,,,26000,,353.27
,COKER W RUSSELL,,,,,,,PO BOX 16474,,ATLANTA,GA,30321,313   118, SAWNEE TER,,Forsyth,GA,,0.32,14-1 1268 LT 242  CRYSTAL ,,,9000,,143.53
,COKER WILLIAM R,,,,,,,PO BOX 16474,,ATLANTA,GA,30321,313   078,6710 SAWNEE TER,GAINESVILLE,Forsyth,GA,30506,0.79,14-1 1268 LT25-27 CRYSTAL ,,,11250,,171.3
,COKER WILLIAM RUSSELL,,,,,,,PO BOX 16474,,ATLANTA,GA,30321,313   127, SAWNEE TER,,Forsyth,GA,,0.26,14-1 1268 LOT 303 CRYSTAL ,,,7500,,115.05
,COLLETT CLIFFORD JR &,,,,,,,1565 JACKSON TRACE RD,,TALLADEGA,AL,35160,269   202, SCOTT RD,CUMMING,Forsyth,GA,30041,0.34,14-1 611 LT 10 BL A COLON IAL CLUB ESTA,,,15000,,
,COLLETT CLIFFORD JR &,,,,,,,1565 JACKSON TRACE RD,,TALLADEGA,AL,35160,269   203, SCOTT RD,CUMMING,Forsyth,GA,30041,0.36,14-1 611 LT 33 SEC C COLO NIAL CLUB EST,,,15000,,
,COLLETT CLIFFORD JR &,,,,,,,1565 JACKSON TRACE RD,,TALLADEGA,AL,35160,269   200, CHRIS RD,CUMMING,Forsyth,GA,30041,0.35,14-1 611 LOT 11 SEC A COLONIAL CLUB,,,12000,,
,COLLETT PATRICIA A,,,,,,,1565 JACKSON TRACE RD,,TALLADEGA,AL,35160,269   201,5110 CHRIS RD,CUMMING,Forsyth,GA,30041,0.54,14-1 611 LT 8-9 SEC A COLONIAL CLUB,,,18850,,
,COMAE LLC,,,,,,,PO BOX 130,,BOGART,GA,30622,094   002,6830 MATT HWY,CUMMING,Forsyth,GA,30028,24.09,3-1 305-344 ,,,782930,,
,COMAE LLC,,,,,,,PO BOX 130,,BOGART,GA,30622,307   015,7875 FLOYD LN,GAINESVILLE,Forsyth,GA,30506,8.44,14-1 1035-1080 COMB 307-164----1993,,,179350,,
,COMAE LLC,,,,,,,PO BOX 130,,BOGART,GA,30622,234   003, HOPEWELL RD,CUMMING,Forsyth,GA,30028,1.57,14-1 233 ,,,40980,,
,COMCAST OF GEORGIA INC,,,,,,,ONE COMCAST CENTER,ATTN PROP TAX DEPT 32ND FLOOR,PHILADELPHIA,PA,19103,C17   004,230 CASTLEBERRY RD,CUMMING,Forsyth,GA,30040,2.9,2-1 409 ,,,362620,,
,COMMONWEALTH LAND TITLE INS CO,,,,,,,PO BOX 2249,,CUMMING,GA,30028,045   126,9315 WOODLAND TREE LN,CUMMING,Forsyth,GA,30028,1,3-1 9 LT 73 PH 5 MONT ,,,32000,,402.64
,CONCEPT DEVELOPMENT LLC,,,,,,,1520 NW 117TH AVE,,PLANTATION,FL,33323,325   023, BROOKSHIRE RD,GAINESVILLE,Forsyth,GA,30506,1.38,14-1 1400 LT 1 GLENN DUNCAN ,,,75000,,
,CONNER EMILY ROSE SUPP CARE TRUST,,,,,,,PO BOX 13643,,TALLAHASSEE,FL,32317,236   060,4675 SETTINGDOWN RD,CUMMING,Forsyth,GA,30041,7.52,14-1 337-406 ,,,232640,,
,CONNER EMILY ROSE SUPP CARE TRUST,,,,,,,PO BOX 13643,,TALLAHASSEE,FL,32317,236   076,4735 SETTINGDOWN RD,CUMMING,Forsyth,GA,30041,6.18,14-1 406 ,,,191980,,
,CONROY LAWRENCE D,,,,,,,1520 BIG BASS DR,,TARPON SPRINGS,FL,34689,319   168, PINE TREE CIR,GAINESVILLE,Forsyth,GA,30506,0.3,14-1 1295 LOT 21 CHATTA LANIER ,,,30000,,
,COODY RANDY,,,,,,,PO BOX 655,,HAWKINSVILLE,GA,31036,019   476, ATLANTA HWY,ALPHARETTA,Forsyth,GA,30004,0.95,2-1 686-755 ,,,280000,,
,COOK ELIZABETH H,,,,,,,1125 KIRK PLC,,AUGUSTA,GA,30909,221   113, AUBURN DR,CUMMING,Forsyth,GA,30041,0.42,14-1 149 LTS 64-65-66 H D SHADY SHORE,,,56000,,
,COOK MARK &,,,,,,,5225 CARNES DR,,CUMMING,GA,30041,235   053,5225 CARNES DR,CUMMING,Forsyth,GA,30041,1.98,14-1 334-409 ,,,51100,,523.85
,COOPER BEVERLY,,,,,,,105 SHEARER  DR,,ROSSVILLE,GA,30741,232   082, GIB EVANS RD,DAWSONVILLE,Forsyth,GA,30534,0.78,14-1 418 ,,,22230,,
,COORDINATED PROP INC,,,,,,,10 WEST ST    28C,,NEW YORK,NY,10004,107   003, ATLANTA HWY,CUMMING,Forsyth,GA,30040,27.51,2-1 452-485 ,,,687750,,
,COORDINATED PROPERTIES INC,,,,,,,10 WEST ST    28 C,,NEW YORK,NY,10004,086   120,5315 SHILOH RD,ALPHARETTA,Forsyth,GA,30005,33.05,2-1 745 ,,,994060,,
,CORLEY ALEXANDER MCKOWN,,,,,,,1070 HONOR RUN,,ALPHARETTA,GA,30005,313   551, NUGGETT TRL,GAINESVILLE,Forsyth,GA,30506,0.11,14-1 1277 LT 534 PEBBLEBR ,,,5000,,59.53
,CORLEY REBECCA,,,,,,,PO BOX 945,,FORSYTH,GA,31029,101   035,35 PINE LAKE DR,CUMMING,Forsyth,GA,30040,1.48,3-1 1133 LT 8 AR A GRNWD ACRES,,,51800,,
,COUSAR SUE ANN,,,,,,,PO BOX 2247,,PINELAND,FL,33945,020   133, FERNBANK CT,ALPHARETTA,Forsyth,GA,30004,0.64,2-1 827 LT 19 UN 3 FERNBA NK,,,60000,,
,COUSAR SUE ANN,,,,,,,PO BOX 2247,,PINELAND,FL,33945,020   134, FERNBANK CT,ALPHARETTA,Forsyth,GA,30004,0.6,2-1 827 LT 18 UN 3 BL G FERNBANK,,,60000,,
,COWN GLORIA  ESTATE,,,,,,,1516 STRAWBERRY HILLS LN,,KNOXVILLE,TN,37914,192   024,2915 HAMMOND LN,CUMMING,Forsyth,GA,30040,2,3-1 LL 760 PART OF TRACT 2B ,,,83140,,
,CRABAPPLE DEV INC,,,,,,,3941 THE BATTERY,,DULUTH,GA,30096,077   180,2445 WOODLAND HILLS DR,CUMMING,Forsyth,GA,30040,0.6,3-1 993 LT 27 PHI HUNTERS ,,,50000,,526.08
,CRONAN ALLEN &,,,,,,,229 BALBOA ST,,PORT SAINT JOE,FL,32456,222   094,4105 MERRITT DR,CUMMING,Forsyth,GA,30041,0.19,14-1 153 LT 25 JAMES F MERRITT,,,244890,,
,"CROSS DEVELOPMENT CC SOUTH CUMMINGS, LLC",,,,,,,5317 INVERRARY DR,,PLANO,TX,75093,138   529, PEACHTREE PKWY,SUWANEE,Forsyth,GA,30024,1.41,2-1 1156-1199 TR 2 ,,,423000,,
,CROWNOVER WILLIAM L,,,,,,,597 TOWALIGA SOUTH RD,,JACKSON,GA,30233,220   149,2530 BELAIRE DR,CUMMING,Forsyth,GA,30041,0.12,14-1 147 LOT 180 HC-SS ,,,49540,,
,CUPP NORMA JEAN,,,,,,,4824 LAKE BRADFORD LN,,VIRGINIA BEACH,VA,23455,312   007, PARK VIEW LN,DAWSONVILLE,Forsyth,GA,30534,0.35,14-1 1272 LT 7 ,,,25000,,
,CURTIS G BRADLEY &,,,,,,,1880 OXMOOR RD APT 368,,BIRMINGHAM,AL,35209,222   162,4180 MERRITT DR,CUMMING,Forsyth,GA,30041,0.03,14-1 153 PT LT 17 JAMES F MERRITT ,,,25000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   177,4510 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.26,3-1 397 LT 19 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   178,4520 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.2,3-1 397 LT 20 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   179,4530 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.21,3-1 397 LT 21 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   180,4540 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.25,3-1 397 LT 22 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   181,4550 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.2,3-1 397 LT 23 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   182,4560 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.2,3-1 397 LT 24 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   183,4570 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.2,3-1 397 LT 25 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   184,4580 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.2,3-1 397 LT 26 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   185,4590 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.2,3-1 398 LT 27 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   186,4610 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.2,3-1 398 LT 28 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   187,4620 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.24,3-1 398 LT 29 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   188,4630 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.25,3-1 398 LT 30 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   190,4565 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.2,3-1 397 LT 39 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   191,4555 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.27,3-1 397 LT 40 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,188   192,4525 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.23,3-1 397 LT 41 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   043,4645 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.25,3-1 467 LT 32 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   044,4635 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.24,3-1 467 LT 33 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   045,4625 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.21,3-1 467 LT 34 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   046,4615 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.21,3-1 467 LT 35 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   047,4595 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.21,3-1 467 LT 36 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   048,4585 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 37 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   049,4575 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 38 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   050,4505 ELMWOOD TRL,CUMMING,Forsyth,GA,30028,0.26,3-1 468 LT 42 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   051,4520 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.2,3-1 468 LT 43 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   052,4530 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.26,3-1 468 LT 44 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   053,4620 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 45 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   054,4630 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.25,3-1 468 LT 46 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   055,4640 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.22,3-1 468 LT 47 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   056,4650 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.21,3-1 467 LT 48 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   057,4660 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.22,3-1 467 LT 49 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   058,4670 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.29,3-1 467 LT 50 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   059,4680 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.28,3-1 467 LT 51 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   060,4690 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.26,3-1 467 LT 52 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   061,4685 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.25,3-1 467 LT 53 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   062,4675 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.21,3-1 467 LT 54 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   063,4665 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.21,3-1 467 LT 55 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   064,4655 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 56 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   066,4635 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.22,3-1 468 LT 57 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   067,4615 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 58 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   068,4605 TRAILWINDS RUN,CUMMING,Forsyth,GA,30028,0.28,3-1 468 LT 59 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   069,4630 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.24,3-1 468 LT 60 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   070,4640 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 61 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   071,4710 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 62 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   072,4710 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.22,3-1 468 LT 63 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   073,4625 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.26,3-1 468 LT 158 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   074,4615 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.27,3-1 468 LT 159 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   075,4605 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 160 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   076,4535 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 161 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   077,4525 CHANDLER DR,CUMMING,Forsyth,GA,30028,0.24,3-1 468 LT 162 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   079,4520 BLUFFTON CT,CUMMING,Forsyth,GA,30028,0.36,3-1 468 LT 164 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   083,4605 ALFORD CMNS,CUMMING,Forsyth,GA,30028,0.26,3-1 468 LT 221 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   084,4645 BLUFFTON CT,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 222 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   085,4635 BLUFFTON CT,CUMMING,Forsyth,GA,30028,0.21,3-1 468 LT 223 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   086,4625 BLUFFTON CT,CUMMING,Forsyth,GA,30028,0.22,3-1 468 LT 224 SETTENDOWN RESERVE PH 1,,,60000,,
,CW-SETTENDOWN LLC,,,,,,,8655 SOUTH PRIEST DR,,TEMPE,AZ,85284,189   087,4615 BLUFFTON CT,CUMMING,Forsyth,GA,30028,0.26,3-1 468 LT 225 SETTENDOWN RESERVE PH 1,,,60000,,
,DARSEY GEORGE D,,,,,,,338 MCCURRY RD,,STOCKBRIDGE,GA,30281,221   426, BONNEVILLE DR,CUMMING,Forsyth,GA,30041,0.23,14-1 150 LTS 296-297 HD-SS,,,45500,,
,DAVID MATTHEW M JR TRUSTEE FBO,,,,,,,650 LONGS RUN RD,,ALIQUIPPA,PA,15001,272   064, BRAGG RD,CUMMING,Forsyth,GA,30041,0.86,14-1 639 LT 4 ,,,40000,,
,DAVIS ROBERT STEPHEN,,,,,,,709 WALNUT ST,,SWEETWATER,TX,79556,270   210,6950 THOMASON DR,CUMMING,Forsyth,GA,30041,0.38,14-1 724 LT 54 SC B HICKO HILLS,,,27700,,
,DAVIS THOMAS SHANE,,,,,,,PO BOX 397,,TALMO,GA,30575,319   249, VANNS TAVERN RD,GAINESVILLE,Forsyth,GA,30506,2.52,14-1 1247 ,,,63000,,809.82
,DAY DANIEL,,,,,,,2955 MAPLE LN,,CUMMING,GA,30041,219   083, MAPLE LN,CUMMING,Forsyth,GA,30041,0.49,14-1 199 LT 93-94 SC A LA ,,,7200,,100.22
,DAY DANIEL,,,,,,,2955 MAPLE LN,,CUMMING,GA,30041,219   085, MAPLE LN,CUMMING,Forsyth,GA,30041,0.13,14-1 199 LT 91 SC A LAKES ,,,7200,,100.22
,DAY DOROTHY,,,,,,,4545 SETTINGDOWN RD,,CUMMING,GA,30041,236   034,4545 SETTINGDOWN RD,CUMMING,Forsyth,GA,30041,2.81,14-1 337 ,,,64490,,669.05
,DAY NANCY G,,,,,,,53 CORNUS DR,,SAVANNAH,GA,31406,C08   096,215 TOLBERT ST,CUMMING,Forsyth,GA,30040,0.8,3-1 1271 ,,,45000,,
,DD REAGAN 9.55 LLC,,,,,,,403 CORPORATE CTR DR STE 201,,STOCKBRIDGE,GA,30281,043   074, RONALD REAGAN BLVD,ALPHARETTA,Forsyth,GA,30005,2.75,2-1 965-966 H-2 RONALD REAGAN / UNION HILL OVERLAY PH 1,,,412500,,
,DE LA CRUZ ANGEL,,,,,,,3725 FALLS TRL,,WINSTON,GA,30187,062   008,205 FOWLER HILL RD,ALPHARETTA,Forsyth,GA,30004,4,2-1 603 ,,,60000,,328.64
,DE LA CRUZ ANGEL,,,,,,,3725 FALLS TRL,,WINSTON,GA,30187,062   172,195 FOWLER HILL RD,ALPHARETTA,Forsyth,GA,30004,1,2-1 603 ,,,35000,,
,DE LA CRUZ ANGEL E,,,,,,,3725 FALLS TRL,,WINSTON,GA,30187,063   043,5220 DOUBLE BRANCHES DR,CUMMING,Forsyth,GA,30040,0.71,2-1 674 LT28 SHILOH BATTLE ,,,65900,,
,DE MONDRAGON MA GRACIELA CRUZ,,,,,,,10340 GEIL ST,,CASTROVILLE,CA,95012,129   436, CASTLEBERRY RD,CUMMING,Forsyth,GA,30040,2.32,2-1 159 TR 2 ,,,82480,,
,DE MONDRAGON MA GRACIELA CRUZ,,,,,,,10340 GEIL ST,,CASTROVILLE,CA,95012,129   438, CASTLEBERRY RD,CUMMING,Forsyth,GA,30040,1.33,2-1 159 TR 4 PER APPROVED P&D PLAT 1-27-06,,,59190,,
,DE MONDRAGON MA GRACIELA CRUZ,,,,,,,10340 GEIL ST,,CASTROVILLE,CA,95012,129   439, CASTLEBERRY RD,CUMMING,Forsyth,GA,30040,1.45,2-1 159 TR 5 ,,,31900,,
,DE MONDRAGON MA GRACIELA CRUZ,,,,,,,10340 GEIL ST,,CASTROVILLE,CA,95012,129   437, CASTLEBERRY RD,CUMMING,Forsyth,GA,30040,1.2,2-1 159 TR 3 ,,,10980,,
,DE MONDRAGON MA GRACIELA CRUZ &,,,,,,,10340 GEIL ST,,CASTROVILLE,CA,95012,129   423,3708 CASTLEBERRY RD,CUMMING,Forsyth,GA,30040,1.24,2-1 159 TR 6 ,,,45870,,
,DEAN-SNOW BARBARA C,,,,,,,341 BELMONTE DR,,AUBURN,AL,36830,041   035, BRANDYWINE CIR,ALPHARETTA,Forsyth,GA,30004,0.53,2-1 691 LT 22 BL A UN 2 CHESTER,,,50000,,
,DEARING TERRY C & GENNIE A,,,,,,,240 KOOLABREW DR,,CALABASH,NC,28467,313   207,6845 CRYSTAL COVE TRL,GAINESVILLE,Forsyth,GA,30506,0.26,14-1 1268 LOT 52 CRYSTAL COVE,,,15000,,
